tickets	N	0.9979
for	P	0.9980
tonight	N	0.7359
or	&	0.9892
tomorrow	N	0.9679
nights	N	0.8392
Colts	^	0.7693
game	N	0.9621
against	P	0.9998
the	D	0.9963
McAllen	^	0.9929
Thunder	^	0.5991


76587091	$	0.4234
264251347195551744A	$	0.4055
Cant	V	0.8789
wait	V	0.9996
to	P	0.9912
see	V	0.9958
Dynamomagician	^	0.6923
in	P	0.9831
South	^	0.9856
Africa	^	0.9994
on	P	0.9962
the	D	0.9997
14th	A	0.7544
dude	N	0.9976
is	V	0.9987
on	P	0.9921
another	D	0.9962
level	N	0.9951
check	V	0.9626
this	O	0.9237
out	T	0.8380
URL	N	0.7083


866709174	$	0.3040
262501520535339008A	$	0.4343
Nufc	^	0.9931
game	N	0.8994
the	D	0.9984
day	N	0.9957
cant	V	0.9836
wait	V	0.9992
Hope	V	0.5059
SammyAmeobi	^	0.7707
gets	V	0.9995
another	D	0.9945
chance	N	0.9893
had	V	0.9992
a	D	0.9962
brilliant	A	0.9988
game	N	0.9963
thursday	^	0.5451
night	N	0.8783
one	$	0.9797
for	P	0.9999
the	D	0.9993
future	N	0.8307


56973429	$	0.3498
262816980690673664A	^	0.4205
Song	^	0.6590
JoongKi	^	0.9983
will	V	0.9818
participate	V	0.9988
in	P	0.9828
the	D	0.9990
soundtrack	N	0.9995
of	P	0.9849
NICE	A	0.9641
GUY	N	0.8333
OST	N	0.8185
oh	!	0.9731
cmon	!	0.9810
XD	E	0.9100


231663617	$	0.3501
100198972324454400C	$	0.6556
There	R	0.7891
wont	V	0.8779
be	V	0.9986
just	R	0.9997
a	D	0.9869
Party	N	0.9624
in	P	0.9986
the	D	0.9984
USA	^	0.8249
tonight	N	0.4987
therell	R	0.4354
be	V	0.9982
a	D	0.9841
Party	N	0.8902
Worldwide	N	0.9318
when	R	0.9810
Miley	^	0.9621
wins	V	0.8124
BOOYAH	!	0.6681
TCAForMiley	^	0.5165


18095847	$	0.6207
118152182263586816C	^	0.4910
Curtis	^	0.9976
Painters	N	0.7968
finally	R	0.9990
going	V	0.9988
to	P	0.9916
get	V	0.9999
a	D	0.9973
shot	N	0.9995
tonight	N	0.5444
I	O	0.9887
cant	V	0.9984
help	V	0.9957
but	&	0.9747
root	N	0.7579
for	P	0.9997
that	D	0.9524
guy	N	0.9841


231241483	$	0.3516
255370271702265857A	$	0.3948
OoweeShawty	^	0.5045
Lakers	^	0.9978
vs	P	0.6641
Heat	^	0.9937
in	P	0.9965
the	D	0.9995
finals	N	0.9896
and	&	0.9898
the	D	0.9981
Lakers	^	0.9810
walk	V	0.9124
away	R	0.9891
with	P	0.9996
their	D	0.9970
17th	A	0.7897
ring	N	0.9893
FUCK	V	0.6329
NO	!	0.5542


134602625	$	0.6576
104334934017183744A	$	0.6811
Bucs	^	0.9661
play	V	0.8989
pats	N	0.8249
tonight	N	0.6213
lets	L	0.8410
go	V	0.9905
Tampa	^	0.9922
bay	^	0.5372


329317762	$	0.2997
118152301532823552D	$	0.6848
Aw	!	0.9858
what	O	0.9754
the	D	0.9964
hell	N	0.9795
Curtis	^	0.9917
Painter	^	0.5101
coming	V	0.9961
in	P	0.7091
and	&	0.9989
we	O	0.9963
give	V	0.9999
up	T	0.9428
3rd	A	0.5417
and	&	0.9981
18	$	0.9956
conversion	N	0.9989


353946567	$	0.2805
108201763772960769A	$	0.7371
hopesolo	V	0.2462
the	D	0.9989
DWTS	^	0.5453
cast	N	0.9353
will	V	0.9874
be	V	0.9994
announced	V	0.9547
tonight	R	0.6711
Are	V	0.9984
you	O	0.9992
in	P	0.9550
it	O	0.9936
Oh	!	0.9340
I	O	0.9969
hope	V	0.9973
sooo	R	0.8916
Youd	L	0.9075
be	V	0.9991
so	R	0.5869
fun	A	0.8375
to	P	0.9987
watch	V	0.9924
and	&	0.9958
youd	L	0.9391
have	V	0.9992
soo	R	0.7415
many	A	0.9838
fans	N	0.9979


78754808	$	0.3236
115947264266088448A	$	0.7252
How	R	0.9978
many	A	0.9762
times	N	0.9926
do	V	0.9966
you	O	0.9997
think	V	0.9993
Hank	^	0.9996
Williams	^	0.9928
plays	V	0.8868
Are	V	0.9969
You	O	0.9992
Ready	A	0.8846
For	P	0.9999
Some	D	0.9712
Football	N	0.9783
per	P	0.5893
concert	N	0.9971
3	$	0.9928
times	N	0.9596
a	D	0.9857
night	N	0.9959
At	P	0.9930
least	A	0.9481


393230101	$	0.3574
259740383368601600A	$	0.4063
URL	N	0.5310
Boris	^	0.9967
Johnson	^	0.9994
Times	^	0.8300
Ed	^	0.9919
moans	V	0.9784
abt	P	0.4794
George	^	0.9994
going	V	0.9878
1st	A	0.9641
class	N	0.9986
but	&	0.9881
David	^	0.9996
Miliband	^	0.9965
travelled	V	0.9629
by	P	0.9958
Royal	^	0.9969
Jet	^	0.6227
boris	^	0.9983
johnson	^	0.9882


58830533	$	0.3320
264003998720348160A	^	0.3026
Spread	V	0.9792
the	D	0.9994
word	N	0.9640
The	D	0.9793
Workshop	N	0.9956
is	V	0.9948
Dayton	^	0.9896
OH	!	0.5459
is	V	0.9896
not	R	0.9968
cancelled	V	0.9949
I	O	0.9982
will	V	0.9998
be	V	0.9996
in	P	0.9868
Ohio	^	0.9824
tomorrow	N	0.9352
Ill	L	0.9741
be	V	0.9990
at	P	0.9994
the	D	0.9994
party	N	0.9749
Saturday	^	0.7595
Night	N	0.8879


228498230	$	0.5735
108261715120099328A	$	0.6275
Excited	V	0.6440
to	P	0.9894
interview	V	0.9069
the	D	0.9992
new	A	0.9889
cast	N	0.9962
of	P	0.9966
DWTS	N	0.5270
tonight	N	0.8741
for	P	0.9997
E	^	0.7289
News	^	0.9346
They	O	0.9550
have	V	0.9998
no	D	0.9911
idea	N	0.9919
what	O	0.7901
their	D	0.5210
in	P	0.7512
for	P	0.9815


62417515	$	0.3352
261119659175206912B	^	0.2617
SimCity	^	0.9913
delayed	V	0.8336
now	R	0.9958
erecting	V	0.9986
on	P	0.9758
March	^	0.9975
5	$	0.9962
If	P	0.9992
you	O	0.9997
were	V	0.9972
thrilled	V	0.9176
by	P	0.9993
the	D	0.9997
recent	A	0.9792
lenghty	N	0.6406
demonstration	N	0.9996
of	P	0.9974
SimCity	^	0.9636
or	&	0.9903
URL	N	0.7437


281258276	$	0.3711
100348025205030913B	$	0.5163
Lucy	^	0.9875
Hale	^	0.9987
is	V	0.9980
trending	V	0.9909
worldwide	A	0.9208
The	D	0.9952
girls	N	0.9991
from	P	0.9993
PrettyLittleLiars	^	0.9120
are	V	0.9886
getting	V	0.9982
some	D	0.9094
love	N	0.9388
from	P	0.9999
the	D	0.9992
fans	N	0.9990
tonight	R	0.6895
Congrats	!	0.5906
lucyyhale	^	0.2212


368265063	$	0.2831
254579556311265280E	$	0.3596
I	O	0.9962
just	R	0.9993
found	V	0.9997
out	T	0.8071
that	P	0.8334
its	L	0.9653
his	D	0.9973
birthday	N	0.9885
last	A	0.9603
Thursday	^	0.6835
Belated	A	0.9058
Happy	A	0.9851
Birthday	N	0.9776
Francis	^	0.9987
M	^	0.6308


178537084	$	0.6500
100651450576801792B	$	0.5532
TONITE	N	0.5825
IT	O	0.9828
GOES	V	0.9993
DOWN	T	0.4928
STREET	^	0.9330
FM	N	0.7728
on	P	0.9928
URL	N	0.4893
in	P	0.9969
NY	^	0.9741
Broadcasting	^	0.6686
worldwide	A	0.6740
at	P	0.9980
URL	^	0.6813
OR	&	0.8050
watch	V	0.9837
inside	P	0.9360
the	D	0.9995
studio	N	0.9971
at	P	0.9995
URL	^	0.6963


114905640	$	0.7759
104743886278238209C	$	0.6713
colts	N	0.8049
game	N	0.9919
was	V	0.9947
fun	A	0.5310
tonight	N	0.7147
love	V	0.8537
spending	V	0.9925
time	N	0.9607
with	P	0.9998
my	D	0.9970
fam	N	0.9717


239420854	$	0.3521
103504889249923072A	$	0.7604
Redskins	^	0.9323
QB	^	0.9847
John	^	1.0000
Beck	^	0.9991
will	V	0.9870
start	V	0.9988
Friday	^	0.9914
against	P	0.9996
the	D	0.9993
Colts	^	0.7744
despite	P	0.9820
a	D	0.9961
strong	A	0.9974
performance	N	0.9995
by	P	0.9982
Rex	^	0.9996
Grossman	^	0.9981


141049123	$	0.6332
263096225274925056A	^	0.3593
Black	^	0.9626
Friday	^	0.9974
Deals	^	0.5415
Canon	^	0.9989
EF	^	0.9522
70300mm	$	0.3126
f456	N	0.3332
IS	V	0.9929
USM	^	0.9611
Zoom	^	0.9863
Lens	^	0.9702
with	P	0.9978
Hoya	^	0.9949
UV	^	0.9557
Filter	^	0.8420
Hood	^	0.8308
Accessory	^	0.5086
Kit	^	0.9789
for	P	0.9986
URL	^	0.4566


32864602	$	0.2997
263553226576633856A	^	0.5057
Glow	^	0.8375
in	P	0.9961
the	D	0.9993
Dark	A	0.6164
TShirt	N	0.7920
Workshop	N	0.9980
at	P	0.9993
Grange	^	0.9902
Playcentre	^	0.9758
on	P	0.9758
Thur	^	0.8798
URL	N	0.4946
tomorrow	N	0.9900
URL	N	0.4634
am	V	0.8937


21868696	$	0.3598
262537578459303936A	$	0.4173
RTd	V	0.3586
Tweet	V	0.9571
A	D	0.9859
bit	N	0.9840
of	P	0.9983
Sunday	^	0.9860
fun	A	0.5082
shot	N	0.9951
in	P	0.9982
Whitstable	^	0.9991
Kent	^	0.9987
and	&	0.9981
Muscat	^	0.9825
Oman	^	0.9983
Down	P	0.2935
Poured	V	0.9928
the	D	0.9996
Heavens	N	0.5351
httpt	N	0.3426
URL	N	0.8194


346400200	$	0.4802
264204445036974081D	$	0.4005
10AJMcCarron	$	0.5936
AJ	^	0.9051
will	V	0.9985
you	O	0.9987
follow	V	0.9999
me	O	0.9993
for	P	0.9986
my	D	0.9981
birthday	N	0.9991
Also	R	0.9908
looking	V	0.9924
really	R	0.9997
forward	R	0.6949
to	P	0.9944
seeing	V	0.9999
yall	O	0.8844
Nov	^	0.9560
10	$	0.9951
my	D	0.9956
first	A	0.9849
college	N	0.9876
game	N	0.9947


418054364	$	0.2545
264189461473157120A	$	0.4167
Im	L	0.9962
not	R	0.9976
getting	V	0.9994
on	P	0.9620
twitter	^	0.9819
tomorrow	N	0.9511
because	P	0.9996
all	X	0.6601
my	D	0.9989
TL	N	0.9839
will	V	0.9953
consist	V	0.8073
of	P	0.9811
is	V	0.9968
a	D	0.9977
bunch	N	0.9973
of	P	0.9966
girls	N	0.9892
talking	V	0.9933
about	P	0.9922
Justin	^	0.9999
Beiber	^	0.9982
AintGotTimeForThatShit	^	0.3029


242341937	$	0.3502
248370653286240256A	$	0.2831
hoping	V	0.9798
Rob	^	0.9986
Elliot	^	0.9999
gets	V	0.9997
his	D	0.9990
chance	N	0.9691
tooas	R	0.4511
much	A	0.8241
as	P	0.9836
I	O	0.9991
love	V	0.9926
Harper	^	0.9568
he	O	0.9951
was	V	0.9993
clearly	R	0.9992
off	A	0.5298
pace	N	0.9970
on	P	0.9929
MondayKrul	^	0.8079
would	V	0.9895
have	V	0.9998
seen	V	0.9982
us	O	0.9849
win	V	0.9705
20	$	0.9895
nufc	^	0.8362
UEL	^	0.8096


612415338	$	0.3168
263489626793185280D	P	0.4025
My	D	0.9961
1st	A	0.9581
tweet	N	0.8585
chose	V	0.9971
you	O	0.9964
KellyRipa	^	0.6035
saw	V	0.9970
u	O	0.9985
in	P	0.9733
Banff	^	0.9847
thankful	A	0.5143
our	D	0.9941
snow	N	0.9852
isnt	V	0.9229
as	R	0.8034
damaging	A	0.9646
as	P	0.9970
the	D	0.9992
weather	N	0.9690
youre	L	0.9554
dealing	V	0.9980
with	P	0.9978
Keep	V	0.6801
safe	A	0.7126
dry	A	0.8809


42111972	$	0.2709
261627107552149504A	^	0.3456
Thursday	^	0.9991
Night	N	0.6561
Football	N	0.9820
Open	A	0.5449
Thread	N	0.9106
Buccaneers	N	0.7110
vs	P	0.8818
Vikings	^	0.9516
Tonight	N	0.6175
the	D	0.9956
Tampa	^	0.9979
Bay	^	0.9867
Buccaneers	^	0.8191
will	V	0.8925
take	V	0.9991
on	P	0.6537
the	D	0.9990
URL	N	0.6018


118557560	$	0.7781
102902680632045568A	$	0.7935
What	O	0.9897
will	V	0.9895
have	V	0.9999
a	D	0.9977
better	A	0.9783
TV	N	0.9811
ratingCardinals	G	0.6652
v	G	0.4414
Rockies	^	0.8800
tonight	R	0.6117
or	&	0.9886
MNF	^	0.9246
with	P	0.9991
Texans	^	0.9996
and	&	0.9985
Jets	^	0.9510
Reg	^	0.9902
Season	N	0.6827
hardball	N	0.9474
v	P	0.7688
Preseason	^	0.4945
Football	N	0.8845


20878375	$	0.4776
224570943807307776B	$	0.1906
I	O	0.9978
tried	V	0.9985
to	P	0.9960
get	V	0.9998
into	P	0.9939
Breakout	^	0.6482
Kings	^	0.9096
Shit	N	0.8920
redundant	A	0.9502
after	P	0.9156
like	P	0.8182
the	D	0.9991
5th	A	0.7841
episode	N	0.9988
lol	!	0.9745
No	!	0.5631
wonder	V	0.9717
it	O	0.9959
got	V	0.9989
cancelled	V	0.9534


167947794	$	0.6299
118167524167782401C	$	0.5939
Lmao	!	0.9787
RT	~	0.5260
HeatherNoel13	^	0.4333
Curtis	^	0.9984
painter	N	0.9670
looks	V	0.9939
like	P	0.9820
the	D	0.9984
kind	N	0.9810
of	P	0.9956
guy	N	0.8849
who	O	0.9813
would	V	0.9995
try	V	0.9995
to	P	0.9935
buy	V	0.9940
beer	N	0.9959
on	P	0.9977
Sunday	^	0.9800
scumbag	N	0.8869


429269903	$	0.2556
264101009100513280A	$	0.4062
MONTGOMERY	^	0.9952
Selma	^	0.9994
inventor	N	0.7129
Don	^	0.8400
Chamberlain	^	0.9967
says	V	0.9938
hes	L	0.7839
running	V	0.9959
against	P	0.9821
incumbent	A	0.7625
US	^	0.4507
Rep	^	0.6974
Terri	^	0.9998
Sewell	^	0.9967
in	P	0.9841
Tuesdays	^	0.9510
general	A	0.8144
election	N	0.9996
to	P	0.9946


165404022	$	0.6733
118166757763584000C	$	0.3883
The	D	0.9844
takeaway	N	0.9804
from	P	0.9992
tonights	S	0.4894
game	N	0.9606
the	D	0.9968
Colts	^	0.9026
run	V	0.9641
defense	N	0.9844
was	V	0.9895
HUGE	A	0.8533
And	&	0.9967
Curtis	^	0.9942
Painter	N	0.6339
rightfully	R	0.9959
owes	V	1.0000
us	O	0.9645
all	D	0.6594
us	O	0.9602
especially	R	0.9967
a	D	0.9966
big	A	0.9873
finger	N	0.9979


38612928	$	0.2740
119494324760231937A	$	0.4981
Going	V	0.9982
to	P	0.9843
predict	V	0.9996
that	P	0.4019
Curtis	^	0.9911
Painter	^	0.5440
gets	V	0.9996
it	O	0.9521
this	D	0.9834
season	N	0.9982
throws	V	0.9950
for	P	0.9956
24TD	^	0.8133
and	&	0.9982
3400	$	0.9958
yards	N	0.9068
Colts	^	0.7207
trade	V	0.8600
him	O	0.9863
for	P	0.9990
a	D	0.9973
2nd	$	0.7956
round	N	0.9387
pick	V	0.9384
sarcasm	N	0.9847


231663617	$	0.3501
100198972324454400A	$	0.7454
There	R	0.7891
wont	V	0.8779
be	V	0.9986
just	R	0.9997
a	D	0.9869
Party	N	0.9624
in	P	0.9986
the	D	0.9984
USA	^	0.8249
tonight	N	0.4987
therell	R	0.4354
be	V	0.9982
a	D	0.9841
Party	N	0.8902
Worldwide	N	0.9318
when	R	0.9810
Miley	^	0.9621
wins	V	0.8124
BOOYAH	!	0.6681
TCAForMiley	^	0.5165


147899715	$	0.6433
263804057913815040B	^	0.2854
Vbnss	^	0.9702
Daily	^	0.9421
Digit	N	0.6319
Exchanges	N	0.9791
lost	V	0.5658
1	$	0.9962
mln	N	0.4376
a	D	0.9838
day	N	0.9867
Oct	^	0.9374
31	$	0.9866
NYSE	N	0.7506
Nasdaq	N	0.8691
and	&	0.9927
the	D	0.9972
CBOE	^	0.9197
each	D	0.8070
lost	A	0.5745
about	P	0.9763
1	$	0.9982
million	$	0.5831
in	P	0.9842
URL	N	0.6085


733817984	$	0.3460
251727127060303873G	$	0.3305
PGPackersNews	^	0.8176
Shield	^	0.8962
Kids	^	0.9730
Event	^	0.6519
October	^	0.9985
5th	A	0.4870
58	$	0.9812
Bar	N	0.9590
n	&	0.8530
Grill	^	0.8966
in	P	0.9895
Pico	^	0.8912
Rivera	^	0.9973
Come	V	0.9562
n	&	0.5805
help	V	0.7309
support	V	0.9320
the	D	0.9988
fundraiser	N	0.9706
4	P	0.7533
abused	V	0.7279
and	&	0.9945
abandon	V	0.9845
children	N	0.9481


17491872	$	0.6678
104651390776918016B	$	0.4216
Looking	V	0.9905
forward	R	0.9127
to	P	0.9934
going	V	0.9999
to	P	0.9948
the	D	0.9989
Colts	^	0.9427
game	N	0.8178
this	D	0.9815
evening	N	0.9981


21137575	$	0.3604
264264628408832000B	^	0.3087
Slept	V	0.9308
for	P	0.9899
about	P	0.6352
11	$	0.9983
hours	N	0.9973
I	O	0.9938
seem	V	0.9971
to	P	0.9888
be	V	0.9995
in	P	0.9181
quite	R	0.9036
an	D	0.9861
odd	A	0.9612
mood	N	0.9951
Ah	!	0.9446
well	!	0.6569
SoundersFC	^	0.6623
in	P	0.9893
play	V	0.6121
offs	N	0.4592
tonight	R	0.7763
2am	$	0.8091
and	&	0.9984
Jack	^	0.9994
White	^	0.8744
on	P	0.9879
Sunday	^	0.9755


148103434	$	0.6342
103233636798701568B	$	0.6506
So	R	0.6120
pretty	R	0.9901
much	A	0.9008
im	L	0.9835
gonna	V	0.9878
believe	V	0.9998
that	O	0.5923
myt	V	0.9498
10000th	$	0.7322
tweet	N	0.8541
will	V	0.9816
come	V	0.9993
sometime	R	0.9955
tonight	R	0.9560
during	P	0.9959
the	D	0.9991
MNF	^	0.9759
game	N	0.9588
Jets	N	0.7007
at	P	0.9998
Texans	^	0.9995
on	P	0.9836
ESPN	^	0.9723


774584642	$	0.3643
242718317050212352C	^	0.3282
Dont	V	0.7902
Forget	V	0.9993
tomorrow	N	0.9729
is	V	0.9974
the	D	0.9990
annual	A	0.8077
General	A	0.4853
Body	N	0.9951
meeting	N	0.7435
Come	V	0.9942
out	T	0.5740
to	P	0.9979
learn	V	0.9994
more	R	0.8077
about	P	0.9935
ISAT	^	0.8662
and	&	0.9971
the	D	0.9991
organizations	N	0.9978
we	O	0.9806
are	V	0.9993
affiliated	V	0.9470
with	P	0.9880


214307858	$	0.3401
101496696877486080A	$	0.6405
I	O	0.9974
fail	V	0.9963
to	P	0.9930
see	V	0.9958
why	R	0.9034
the	D	0.9980
Rams	^	0.9338
are	V	0.9766
playing	V	0.9968
TWICE	R	0.9953
on	P	0.9874
MNF	^	0.9799
this	D	0.6574
Fallisnt	^	0.4596
once	R	0.9667
enoughAnd	V	0.2757
their	D	0.9823
1st	A	0.7104
div	N	0.8372
game	N	0.9890
isnt	V	0.9000
til	P	0.8728
wk9Unfrickinreal	^	0.2842


464690043	$	0.2556
253560559868456960B	$	0.2676
Im	L	0.9959
ready	A	0.9882
to	P	0.9993
defend	V	0.9999
the	D	0.9990
3	$	0.9773
stars	N	0.9446
a	D	0.9742
sun	N	0.7662
Happy	A	0.9720
birthday	N	0.9942
sir	N	0.6499
Francis	^	0.9995
M	^	0.7639
URL	^	0.8683


501946653	$	0.3324
260889070509621249D	$	0.4021
Dont	V	0.8898
forget	V	0.9996
Wednesday	^	0.9684
night	N	0.9865
is	V	0.9988
the	D	0.9987
weekly	A	0.9536
Amateur	N	0.8946
contest	N	0.9994
at	P	0.9997
Showgirls	^	0.9862
in	P	0.9852
Plant	N	0.4996
City	N	0.9659
Come	V	0.9290
see	V	0.9971
me	O	0.7830
emcee	N	0.8137
300	$	0.9895
cash	N	0.9916
prizes	N	0.9960


35990273	$	0.2810
247031555493621762B	P	0.2698
The	D	0.9640
Orange	^	0.8090
County	^	0.8503
Armenian	^	0.9533
Festival	^	0.9803
is	V	0.9940
going	V	0.9688
on	P	0.7224
today	N	0.9871
and	&	0.9979
tomorrow	N	0.8364
15	$	0.9806
16	$	0.9987
in	P	0.9966
Laguna	^	0.9981
Hills	^	0.7759
Come	V	0.8398
and	&	0.9927
enjoy	V	0.9966
a	D	0.9965
URL	N	0.8968


382459056	$	0.2890
264169727134429186B	^	0.2847
Somebody	N	0.8071
braiding	V	0.9996
my	D	0.9990
hair	N	0.9985
tomorrow	N	0.9622
Idc	L	0.4446
who	O	0.9924
but	&	0.9655
if	P	0.9953
it	O	0.9984
doesnt	V	0.9970
look	V	0.9965
good	A	0.9957
Im	L	0.9847
taking	V	0.9995
it	O	0.9961
out	T	0.9355


16397103	$	0.6289
101438889968939008A	$	0.8022
so	P	0.6640
Verlander	^	0.9970
is	V	0.9959
starting	V	0.9564
tomorrow	N	0.7423
against	P	0.9998
the	D	0.9993
Indians	^	0.9883
and	&	0.9994
I	O	0.9992
HAVE	V	0.9997
to	P	0.9954
stay	V	0.9974
over	P	0.3196
at	P	0.9401
work	N	0.9701
booooooo	!	0.8110


198814114	$	0.6642
257824517202771969C	P	0.2410
the	D	0.9982
lovely	A	0.9930
GBarlowofficial	^	0.5783
is	V	0.9956
apparently	R	0.9980
coming	V	0.9952
to	P	0.9924
St	^	0.9707
Davids	^	0.9992
Hall	^	0.5582
in	P	0.9922
January	^	0.9974
SWOOOOOOOOOOOOONNNNN	^	0.6235


112595760	$	0.7781
108034287944744960C	$	0.6388
RT	~	0.7383
qbpick	V	0.2280
Tomorrow	N	0.9935
is	V	0.9975
the	D	0.9995
big	A	0.8956
cast	N	0.9902
reveal	V	0.9268
for	P	0.9962
season	N	0.9550
13	$	0.9989
of	P	0.9925
DWTS	^	0.6814
Make	V	0.9169
sure	A	0.8464
you	O	0.9923
tune	V	0.9857
in	P	0.7770
to	P	0.9964
the	D	0.9986
Bachelor	N	0.7546
Pad	N	0.9247
to	P	0.9991
find	V	0.9997
out	T	0.8013
the	D	0.9993
sexy	A	0.9950
cast	N	0.9914


103386218	$	0.6863
246271122696450048C	^	0.3560
Everton	^	0.9997
News	^	0.8131
Krul	^	0.9975
will	V	0.9748
miss	V	0.9990
the	D	0.9991
Monday	^	0.9711
night	N	0.9631
clash	N	0.9136
with	P	0.9997
Everton	^	0.9990
and	&	0.9973
at	P	0.9608
least	A	0.8877
a	D	0.9958
further	A	0.9593
couple	N	0.9932
